Date,BoroughID,grocery_pharmacy,parks,residential,retail_recreation,transit,workplaces
2020-04-14,31,-23,-5,32,-74,-69,-75
2020-04-14,32,-38,-29,33,-87,-83,-80
2020-04-14,33,-34,2,33,-79,-77,-79
2020-04-15,1,-83,-91,0,-97,-93,-84
2020-04-15,2,-65,-75,35,-95,-91,-81
2020-04-15,3,-24,43,28,-60,-61,-67
2020-04-15,4,-30,67,34,-74,-71,-78
2020-04-15,5,-25,42,30,-72,-69,-71
2020-04-15,6,-26,78,31,-72,-67,-72
2020-04-15,7,-24,24,33,-75,-74,-78
2020-04-15,8,-57,-25,36,-90,-89,-84
2020-04-15,9,-25,73,31,-77,-74,-73
2020-04-15,10,-27,48,32,-70,-72,-74
2020-04-15,11,-26,34,30,-64,-66,-69
2020-04-15,12,-27,45,35,-76,-77,-79
2020-04-15,13,-41,5,37,-83,-81,-83
2020-04-15,14,-30,47,34,-70,-72,-78
2020-04-15,15,-30,48,32,-75,-72,-75
2020-04-15,16,-27,3,30,-73,-70,-72
2020-04-15,17,-31,49,31,-75,-84,-72
2020-04-15,18,-29,19,31,-68,-71,-72
2020-04-15,19,-39,-6,39,-86,-85,-84
2020-04-15,20,-30,-15,37,-82,-84,-80
2020-04-15,21,-20,62,34,-64,-72,-78
2020-04-15,22,-28,20,34,-75,-76,-76
2020-04-15,23,-29,45,32,-76,-75,-76
2020-04-15,24,-26,75,31,-62,-71,-76
2020-04-15,25,-32,8,35,-78,-77,-83
2020-04-15,26,-39,-32,36,-78,-82,-80
2020-04-15,27,-33,21,32,-75,-72,-73
2020-04-15,28,-41,-51,37,-84,-80,-84
2020-04-15,29,-25,41,33,-56,-68,-76
2020-04-15,30,-33,8,39,-76,-77,-83
2020-04-15,31,-24,3,32,-75,-69,-75
2020-04-15,32,-38,-22,33,-87,-83,-80
